,Date of Birth,Information Source,Latitude,Longitude,Name,Place of Birth,Segment,Time Zone,Time of Birth
1132,"Tuesday, August 29, 1922",Unknown,42 N 32,81 W 59,Richard Blackwell,"73 W 56, 40 N 38",literature,-5.0,01:30:00
1133,"Thursday, August 28, 1913",Internet,31 N 19,75 E 34,Robertson Davies,"81 W 59, 42 N 32",literature,-5.0,07:00:00
1134,"Sunday, November 02, 1941",Unknown,55 N 57,3 W 12,Arun Shourie,Jalandhar *,literature,5.5,12:00:00
1135,"Friday, August 27, 1965",Internet,42 N 42,71 W 9,Susan Swan,"3 W 12, 55 N 57",literature,0.0,19:10:00
1136,"Sunday, August 25, 1918",Internet,34 S 35,58 W 27,Leonard Bernstein,"71 W 9, 42 N 42",literature,-5.0,13:00:00
1137,"Thursday, August 24, 1899",Unknown,18 N 34,73 E 58,Jorge Luis Borges,"58 W 27, 34 S 35",literature,0.0,07:48:00
1138,"Thursday, November 01, 1945",Unknown,26 N 50,80 E 54,Narendra Dabholkar,Pune,literature,5.5,12:00:00
1139,"Sunday, August 22, 1954",The Times Select Horoscopes,42 N 21,87 W 50,S.k. Singhal,Lucknow,literature,5.5,05:00:00
1140,"Sunday, August 22, 1920",Unknown,39 N 50,75 W 9,Ray Bradbury,"87 W 50, 42 N 21",literature,-6.0,16:50:00
1141,"Tuesday, August 22, 1893",Internet,48 N 52,2 E 20,Dorothy Parker,"75 W 9, 39 N 50",literature,-5.0,21:50:00
1142,"Tuesday, August 19, 1919",Internet,33 N 0,73 E 36,Roger Stephane,"2 E 20, 48 N 52",literature,0.0,19:00:00
1143,"Tuesday, August 18, 1936",The Times Select Horoscopes,42 N 43,84 W 32,Gulzar,Dina,literature,5.5,13:30:00
1144,"Wednesday, August 17, 1955",Unknown,53 N 43,1 E 59,Michael C. Smith,"84 W 32, 42 N 43",literature,-5.0,09:33:00
1145,"Sunday, August 17, 1930",Unknown,42 N 38,71 W 18,Ted Hughes,"1 E 59, 53 N 43",literature,0.0,23:55:00
1146,"Thursday, August 15, 1957",Unknown,34 N 9,118 W 9,Bob Shell,"71 W 18, 42 N 38",literature,-5.0,18:07:59
1147,"Thursday, August 15, 1912",Unknown,33 N 43,84 W 23,Julia Child,"118 W 9, 34 N 9",literature,-8.0,23:30:00
1148,"Thursday, August 15, 1935",Internet,45 N 34,5 E 55,Vernon Jordan,"84 W 23, 33 N 43",literature,-6.0,23:57:00
1149,"Monday, August 15, 1898",Internet,48 N 27,34 E 59,Aga Khan,"5 E 55, 45 N 34",literature,0.5,23:05:59
1150,"Friday, August 12, 1831",Web,25 N 20,83 E 0,Helena P. Blavatsky,Ekaterinoslav,literature,3.0,02:17:00
1151,"Monday, July 30, 1990",Unknown,31 N 32,74 E 22,Akanksha Singh,Varanasi,literature,5.5,12:00:00
1152,"Sunday, October 5, 1952",Astrology of Professions (Pathak),25 N 57,81 E 50,Imran Khan,Lahore,literature,5.0,06:45:00
1153,"Tuesday, August 29, 1905",Astrology of Professions (Pathak),29 N 47,76 E 29,Dhyan Chand,Allahabad,literature,5.5,02:00:00
1154,"Wednesday, December 10, 1986",Dirty Data,33 N 44,150 E 58,Manoj Kumar Boxer,Kaithal,literature,5.5,12:00:00
1155,"Friday, July 24, 1981",Unknown,43 N 39,79 W 23,Doug Bollinger,Baulkham Hills,literature,10.0,12:00:00
1156,"Wednesday, June 21, 1944",Internet,18 N 34,73 E 52,Doug Smith,"79 W 23, 43 N 39",literature,-5.0,12:09:59
1157,"Friday, November 27, 1981",Unknown,17 N 22,78 E 26,Vikram Pillay,Khadki,sports,5.5,12:00:00
1158,"Monday, September 08, 1986",Dirty Data,26 N 34,92 E 52,Parupalli Kashyap,Hyderabad,sports,5.5,12:00:00
1159,"Sunday, January 09, 2000",Dirty Data,34 S 30,58 W 20,Hima Das,Nagaon,sports,5.5,00:00:00
1160,"Sunday, October 30, 1960",Reference,23 S 33,46 W 10,Diego Maradona,Buenos Aires,sports,-3.0,07:05:00
1161,"Wednesday, February 05, 1992",Reference,28 N 39,77 E 13,Neymar,Mogi das Cruzes,sports,-3.0,02:15:00
1162,"Saturday, November 05, 1988",Unknown,30 N 56,75 E 52,Virat Kohli,Delhi,sports,5.5,10:28:00
1163,"Tuesday, August 29, 1989",Dirty Data,28 N 39,77 E 13,Heena Sidhu,Ludhiana,sports,5.5,12:00:00
1164,"Friday, September 02, 1988",Unknown,13 N 5,80 E 17,Ishant Sharma,Delhi,sports,5.5,12:00:00
1165,"Wednesday, September 17, 1986",Unknown,17 N 22,78 E 26,R Ashwin,Madras Tamilnadu,sports,5.5,12:00:00
1166,"Friday, November 01, 1974",Unknown,28 N 39,77 E 13,V V S Laxman,Hyderabad,sports,5.5,10:26:23
1167,"Wednesday, October 14, 1981",Unknown,22 N 44,88 E 21,Gautam Gambhir,Delhi,sports,5.5,12:00:00
1168,"Saturday, October 07, 1978",Unknown,22 N 42,75 E 54,Zaheer Khan,Shrirampur,sports,5.5,12:00:00
1169,"Thursday, January 11, 1973",765 Notable Horoscopes,22 N 30,88 E 20,Rahul Dravid,Indore,sports,5.5,10:58:00
1170,"Saturday, July 08, 1972",765 Notable Horoscopes,22 N 34,88 E 22,Sourav Ganguly-1,Calcutta,sports,5.5,05:45:00
1171,"Saturday, July 08, 1972",Lagna Phal (Garg),28 N 39,77 E 13,Sourav Ganguly,kolkata(india),sports,5.5,01:00:00
1172,"Friday, October 20, 1978",Finance And Profession (Raj Kumar),29 N 1,75 E 52,Virender Sehwag,Delhi,sports,5.5,02:45:00
1173,"Tuesday, November 03, 1992",Unknown,41 N 39,83 W 32,Manandeep Singh,Umra,sports,5.5,12:00:00
1174,"Wednesday, October 14, 1970",Unknown,22 N 30,88 E 20,Jim Jackson,"83 W 32, 41 N 39",sports,-5.0,10:25:59
1175,"Wednesday, October 13, 1982",Unknown,42 N 21,71 W 4,Mehtab Hossain,Calcutta,sports,5.5,12:00:00
1176,"Saturday, October 10, 1959",Internet,39 N 47,89 W 39,Peter Judge,"71 W 4, 42 N 21",sports,-5.0,09:53:59
1177,"Thursday, September 30, 1926",Internet,44 N 29,88 W 1,Robin Roberts,"89 W 39, 39 N 47",sports,-6.0,11:44:59
1178,"Monday, September 25, 1905",Internet,18 N 58,72 E 50,Red Smith,"88 W 1, 44 N 29",sports,-6.0,06:15:00
1179,"Tuesday, September 25, 1990",Unknown,40 N 43,74 W 9,Raju Gaikwad,Mumbai,sports,5.5,12:00:00
1180,"Friday, September 19, 1947",Internet,33 N 1,96 W 41,Brian Hill,"74 W 9, 40 N 43",sports,-5.0,04:08:59
1181,"Saturday, September 18, 1971",Unknown,46 N 22,112 W 43,Lance Armstrong,Plano,sports,-5.0,12:00:00
1182,"Monday, September 17, 1945",Internet,44 N 0,92 W 28,Phil Jackson,"112 W 43, 46 N 22",sports,-7.0,17:39:59
1183,"Saturday, September 16, 1978",Unknown,34 N 9,118 W 15,Kelly Marie Miller,"92 W 28, 44 N 0",sports,-6.0,07:40:00
1184,"Friday, September 16, 1960",Internet,32 N 31,93 E 45,Lisa Marie Allen,"118 W 15, 34 N 9",sports,-8.0,07:51:59
1185,"Sunday, September 12, 1948",Web,26 S 10,28 E 2,Terry Bradshaw,Shreveport LA,sports,-6.0,11:10:00
1186,"Sunday, February 01, 1981",Unknown,24 N 51,89 E 22,Graeme Smith,Johannesburg,sports,2.0,12:00:00
1187,"Thursday, September 01, 1988",Unknown,23 N 9,89 E 29,Mushfiqur Rahim,Bogra,sports,6.0,12:00:00
1188,"Wednesday, October 05, 1983",Unknown,17 N 22,78 E 26,Mashrafe Mortaza,"Narail, Bangladesh",sports,6.0,12:00:00
1189,"Tuesday, September 09, 1941",Unknown,28 N 36,77 E 12,Syed Abid Ali,Hyderabad,sports,5.5,12:00:00
1190,"Monday, November 29, 1965",Unknown,33 N 51,151 E 11,Lalit Modi,New Delhi,sports,5.5,12:00:00
1191,"Saturday, September 04, 1937",Web,32 N 42,117 W 9,Dawn Fraser,Balmain,sports,10.0,06:09:00
1192,"Friday, August 30, 1918",Internet,41 N 39,83 W 32,Ted Williams,"117 W 9, 32 N 42",sports,-8.0,12:19:59
1193,"Thursday, August 28, 1958",Internet,31 N 38,76 E 36,Scott Hamilton,"83 W 32, 41 N 39",sports,-5.0,09:00:00
1194,"Monday, August 19, 1985",Rectified by Punit Pandey,54 N 59,1 W 35,Vijay Kumar,Hamirpur,sports,5.5,17:15:00
1195,"Thursday, August 16, 1934",Internet,34 N 3,117 W 45,David Thomas,"1 W 35, 54 N 59",sports,0.0,04:29:00
1196,"Monday, August 09, 1965",Internet,41 N 35,81 W 31,Chris Miller,"117 W 45, 34 N 3",sports,-8.0,09:36:59
1197,"Friday, August 08, 1930",Web,22 S 53,43 W 14,Jerry Tarkanian,Euclid OH,sports,-5.0,00:45:00
1198,"Friday, February 20, 1948",Internet,34 N 0,118 W 29,Jennifer O'neill,"43 W 14, 22 S 53",sports,-3.0,01:00:00
1199,"Saturday, August 06, 1988",Internet,28 N 39,77 E 13,Justin Ryan Simpson,"118 W 29, 34 N 0",sports,-8.0,23:46:00
1200,"Thursday, May 26, 1983",Unknown,38 N 36,90 W 12,Sushil Kumar,Baprola,sports,5.5,12:00:00
1201,"Thursday, July 29, 1926",Internet,49 N 15,123 W 6,Don Carter,"90 W 12, 38 N 36",sports,-6.0,05:00:00
1202,"Wednesday, July 28, 1948",Internet,38 N 36,90 W 10,Jay Matthews,"123 W 6, 49 N 15",sports,-8.0,02:10:00
1203,"Wednesday, July 28, 1943",Internet,51 N 25,0 E 13,Bill Bradley,"90 W 10, 38 N 36",sports,-6.0,11:36:59
1204,"Wednesday, July 24, 1895",Internet,28 N 27,77 E 1,Robert Graves,"0 E 13, 51 N 25",sports,0.0,04:25:59
1205,"Sunday, January 11, 1987",Unknown,23 S 0,43 W 12,Om Prakash Singh Karhana,Lakhuwas,sports,5.5,12:00:00
1206,"Thursday, May 12, 1988",Unknown,29 N 53,93 W 54,Marcelo Vieira,Rio de Janeiro,sports,-3.0,12:00:00
1207,"Friday, July 16, 1943",Internet,29 N 10,75 E 45,Jimmy Johnson,"93 W 54, 29 N 53",sports,-6.0,14:11:59
1208,"Wednesday, May 05, 1982",Unknown,41 N 35,81 W 31,Krishna Poonia,Agroha Hisar,sports,5.5,12:00:00
1209,"Monday, July 14, 1947",Internet,12 N 54,74 E 51,Steve Stone,"81 W 31, 41 N 35",sports,-5.0,14:49:00
1210,"Monday, July 12, 1965",Lagna Phal (Garg),15 N 50,73 E 59,Sanjay Manjrekar,Mangalore,sports,5.5,17:30:00
1211,"Sunday, July 11, 1982",Unknown,12 N 18,76 E 37,Clifford Miranda,Margao,sports,5.5,12:00:00
1212,"Tuesday, July 05, 1983",Unknown,44 N 57,93 W 15,Vikas Gowda,Mysore,sports,5.5,12:00:00
1213,"Friday, June 18, 1937",Internet,40 N 11,79 W 56,Del Harris,"93 W 15, 44 N 57",sports,-6.0,09:00:00
1214,"Monday, June 11, 1956",Internet,28 N 36,77 E 12,Joe Montana,"79 W 56, 40 N 11",sports,-5.0,15:25:00
1215,"Saturday, June 12, 1971",Unknown,44 N 39,10 E 55,Jitendra Singh,New Delhi,sports,5.5,12:00:00
1216,"Friday, February 18, 1898",Internet,38 N 59,77 W 1,Enzo Ferrari,"10 E 55, 44 N 39",sports,1.0,03:00:00
1217,"Saturday, January 18, 1964",Internet,45 N 31,73 W 34,Brady Anderson,"77 W 1, 38 N 59",sports,-5.0,19:42:59
1218,"Wednesday, January 15, 1975",Internet,23 N 0,72 E 34,Mary Pierce,"73 W 34, 45 N 31",sports,-5.0,01:07:00
1219,"Wednesday, January 08, 1986",Unknown,42 N 22,71 W 6,Karanjit Singh,Paldi,sports,5.5,12:00:00
1220,"Wednesday, January 06, 1960",Internet,33 N 50,118 W 20,Howie Long,"71 W 6, 42 N 22",sports,-5.0,10:30:00
1221,"Sunday, January 06, 1957",Internet,33 N 39,7 W 34,Nancy Lopez,"118 W 20, 33 N 50",sports,-8.0,16:00:00
1222,"Monday, January 04, 1965",Internet,35 N 57,83 W 54,Guy Forget,"7 W 34, 33 N 39",sports,0.0,01:14:59
1223,"Friday, January 01, 1932",Internet,50 N 17,3 E 33,Jackie Parker,"83 W 54, 35 N 57",sports,-6.0,16:00:00
1224,"Thursday, December 31, 1931",Internet,31 N 30,75 E 59,Michel Bernard,"3 E 33, 50 N 17",sports,0.0,23:00:00
1225,"Sunday, December 28, 1980",Unknown,34 N 4,117 W 43,Deepak Thakur,Bhamowal,sports,5.5,12:00:00
1226,"Friday, December 26, 1924",Internet,41 N 52,87 W 39,Glenn Davis,"117 W 43, 34 N 4",sports,-8.0,06:40:00
1227,"Tuesday, December 25, 1990",Internet,41 N 45,72 W 40,Marcus James Jordan,"87 W 39, 41 N 52",sports,-6.0,04:40:00
1228,"Tuesday, December 23, 1947",Internet,25 N 57,81 E 50,Bill Rodgers,"72 W 40, 41 N 45",sports,-5.0,04:29:59
1229,"Tuesday, December 20, 1988",Unknown,42 N 28,71 W 6,Danish Mujtaba,Allahabad,sports,5.5,12:00:00
1230,"Tuesday, December 17, 1996",Internet,26 N 10,91 E 42,Matthew Solomon,"71 W 6, 42 N 28",sports,-5.0,18:48:00
1231,"Saturday, December 14, 1985",Unknown,45 N 16,19 E 50,Syed Rahim Nabi,Pandua,sports,5.5,12:00:00
1232,"Wednesday, December 12, 1973",Lagna Phal (Garg),33 N 50,118 W 23,Monica Seles,Novi Sad Serbia,sports,2.0,12:00:00
1233,"Wednesday, December 12, 1962",Internet,46 N 29,63 W 42,Tracy Austin,"118 W 23, 33 N 50",sports,-8.0,06:17:59
1234,"Saturday, December 11, 1948",Internet,22 N 30,88 E 20,Tony Gabriel,"63 W 42, 46 N 29",sports,-4.0,12:30:00
1235,"Friday, December 07, 1979",Unknown,51 N 53,2 W 4,Joydeep Karmakar,Calcutta,sports,5.5,12:00:00
1236,"Thursday, December 05, 1963",Internet,37 N 45,122 W 14,Eddie Edwards,"2 W 4, 51 N 53",sports,0.0,00:15:00
1237,"Monday, December 04, 1972",Internet,45 N 32,122 W 40,Ted Johnson,"122 W 14, 37 N 45",sports,-8.0,08:43:59
1238,"Wednesday, December 01, 1943",Internet,44 N 56,93 W 4,Kenny Moore,"122 W 40, 45 N 32",sports,-8.0,16:00:00
1239,"Thursday, December 01, 1966",Internet,37 N 21,118 W 23,Steve Walsh,"93 W 4, 44 N 56",sports,-6.0,17:53:59
1240,"Sunday, November 28, 1965",Internet,51 N 32,0 E 44,Matt Williams,"118 W 23, 37 N 21",sports,-8.0,22:17:00
1241,"Saturday, November 21, 1953",Internet,31 N 35,74 E 56,Tina Brown,"0 E 44, 51 N 32",sports,0.0,13:30:00
1242,"Monday, November 19, 1928",Unknown,42 N 2,93 W 37,Dara Singh,Amritsar,sports,5.5,12:00:00
1243,"Thursday, November 19, 1863",Internet,34 N 3,118 W 14,Billy Sunday,"93 W 37, 42 N 2",sports,-6.25,06:00:00
1244,"Sunday, November 18, 1956",Internet,36 S 44,174 E 51,Warren Moon,"118 W 14, 34 N 3",sports,-8.0,03:20:59
1245,"Thursday, March 15, 1979",Unknown,47 N 14,122 W 25,Kyle Mills,Greater Auckland,sports,12.0,12:00:00
1246,"Sunday, November 11, 1962",Internet,46 N 33,6 E 39,Bob Shannon,"122 W 25, 47 N 14",sports,-8.0,09:27:59
1247,"Thursday, March 28, 1985",Unknown,25 N 20,83 E 0,Stanislas Wawrinka,Lausanne,sports,2.0,12:00:00
1248,"Friday, November 07, 1980",Unknown,37 N 32,121 W 59,Ram Singh Yadav,Babiyan,sports,5.5,12:00:00
1249,"Saturday, November 06, 1976",Web,33 N 56,118 W 12,Pat Tillman,Fremont,sports,-8.0,09:39:00
1250,"Wednesday, November 02, 1955",Internet,26 S 14,28 E 0,Greg Harris,"118 W 12, 33 N 56",sports,-8.0,08:30:00
1251,"Friday, November 01, 1935",Internet,41 N 4,80 W 37,Gary Player,"28 E 0, 26 S 14",sports,2.0,05:12:00
1252,"Tuesday, October 28, 1952",Internet,30 N 55,74 E 38,Bobbi Adams,"80 W 37, 41 N 4",sports,-5.0,09:30:00
1253,"Tuesday, October 23, 1979",Unknown,33 N 54,118 W 12,Ronjan Sodhi,Firozpur,sports,5.5,12:00:00
1254,"Tuesday, June 17, 1980",Internet,29 N 25,98 W 29,Venus Williams,"118 W 12, 33 N 54",sports,-8.0,14:11:59
1255,"Monday, October 21, 1946",Internet,18 N 26,69 W 18,Jim Hill,"98 W 29, 29 N 25",sports,-6.0,05:29:59
1256,"Wednesday, October 21, 1959",Internet,22 N 49,88 E 9,George Bell,"69 W 18, 18 N 26",sports,-5.0,07:04:59
1257,"Sunday, October 21, 1990",Unknown,42 N 1,91 W 40,Nirmal Chettri,Melli,sports,5.5,12:00:00
1258,"Wednesday, March 24, 1976",Unknown,43 N 22,83 E 52,Peyton Manning,Louisiana,sports,-5.0,12:00:00
1259,"Saturday, September 26, 1981",765 Notable Horoscopes,43 N 39,79 W 23,Serena Williams-1,"83 E 52, 43 N 22",sports,-4.0,20:28:00
1260,"Tuesday, October 19, 1937",Internet,13 N 5,80 E 18,Marilyn Bell,"79 W 23, 43 N 39",sports,-5.0,06:00:00
1261,"Thursday, December 11, 1969",765 Notable Horoscopes,11 N 15,75 E 46,Viswanathan Anand-1,Chennai,sports,5.5,04:10:00
1262,"Wednesday, May 20, 1964",Kundli Sangraha (Tendulkar),12 N 18,76 E 37,P. T. Usha,Kalikat,sports,5.5,01:00:00
1263,"Saturday, August 31, 1968",765 Notable Horoscopes,13 N 0,59 E 30,Javagal Srinath,Mysore,sports,5.5,04:30:00
1264,"Tuesday, July 28, 1936",765 Notable Horoscopes,37 N 46,122 W 25,Garfield Sobers-1,"59 W 30, 13 N 0",sports,-4.0,13:25:00
1265,"Wednesday, July 09, 1947",Internet,40 N 50,74 E 6,O. J. Simpson,"122 W 25, 37 N 46",sports,-8.0,08:08:00
1266,"Saturday, May 13, 1961",765 Notable Horoscopes,17 N 6,61 W 51,Dennis Rodman,Trenton New Jersey,sports,-5.0,12:10:00
1267,"Friday, March 07, 1952",765 Notable Horoscopes,13 N 0,77 E 35,Viv Richards,"61 W 51, 17 N 6",sports,-5.0,02:00:00
1268,"Friday, June 10, 1955",Astrology of Professions (Pathak),28 N 39,77 E 13,Prakash Padukone,Bangalore,sports,5.5,03:27:00
1269,"Sunday, October 15, 1978",765 Notable Horoscopes,18 N 58,72 E 50,Ashish Nehra,Delhi,sports,5.5,14:30:00
1270,"Saturday, November 15, 1986",765 Notable Horoscopes,26 N 7,80 W 7,Sania Mirza,Mumbai,sports,5.5,05:20:00
1271,"Saturday, October 12, 1991",Internet,22 N 30,88 E 20,Alexander James Mill,"80 W 7, 26 N 7",sports,-5.0,05:00:59
1272,"Sunday, June 17, 1973",Astrology of Professions (Pathak),14 S 54,64 W 50,Leander Paes,Calcutta,sports,5.5,12:00:00
1273,"Friday, May 02, 1969",765 Notable Horoscopes,30 N 43,76 E 47,Brian Lara,Trinidad,sports,-4.0,11:50:00
1274,"Tuesday, January 06, 1959",765 Notable Horoscopes,40 N 38,73 W 56,Kapil Dev-1,Chandigarh,sports,5.5,05:22:52
1275,"Sunday, February 17, 1963",765 Notable Horoscopes,6 N 56,79 E 58,Michael Jordan,Brooklyn,sports,-4.0,15:55:44
1276,"Monday, June 30, 1969",765 Notable Horoscopes,32 N 42,117 W 9,Sanath Jayasuriya,Colombo,sports,5.5,09:40:00
1277,"Tuesday, August 10, 1948",Internet,40 N 47,81 W 23,Allen Miller,"117 W 9, 32 N 42",sports,-8.0,18:44:00
1278,"Tuesday, August 07, 1945",Internet,34 N 4,118 W 18,Alan Page,"81 W 23, 40 N 47",sports,-5.0,20:23:00
1279,"Friday, October 07, 1966",Internet,36 N 9,95 W 59,Ben Thomas,"118 W 18, 34 N 4",sports,-8.0,18:30:00
1280,"Wednesday, October 07, 1942",Internet,26 N 12,78 E 9,Jim Smith,"95 W 59, 36 N 9",sports,-6.0,10:19:59
1281,"Thursday, October 08, 1987",Unknown,43 N 43,4 E 9,Aditi Mutatkar,Gwalior,sports,5.5,12:00:00
1282,"Friday, October 05, 1923",Internet,51 N 22,0 E 5,Yves Cros,"4 E 9, 43 N 43",sports,0.0,09:00:00
1283,"Saturday, October 05, 1929",Internet,41 N 51,87 W 39,Pamela Church,"0 E 5, 51 N 22",sports,0.0,11:32:00
1284,"Tuesday, October 04, 1988",Unknown,40 N 46,83 W 31,Derrick Rose,Chicago,sports,-5.0,12:00:00
1285,"Friday, October 03, 1969",Unknown,28 N 39,77 E 13,Carl Thomas,"83 W 31, 40 N 46",sports,-5.0,23:17:00
1286,"Sunday, October 01, 1978",Unknown,37 N 46,122 W 25,Amit Bhandari,Delhi,sports,5.5,12:00:00
1287,"Sunday, October 01, 1939",Unknown,34 S 52,138 E 30,George Archer,"122 W 25, 37 N 46",sports,-8.0,23:05:00
1288,"Saturday, August 07, 1948",765 Notable Horoscopes,34 S 37,148 E 1,Greg Chappell,Adelaide,sports,7.0,02:10:00
1289,"Thursday, August 27, 1908",Kundli Sangraha (Tendulkar),34 N 52,138 E 30,Donald Bradman,Cootamundra,sports,10.0,12:30:00
1290,"Tuesday, August 27, 1918",765 Notable Horoscopes,59 N 12,17 E 50,Donald Bradman-1,"138 E 30, 34 S 52",sports,10.0,15:30:00
1291,"Wednesday, June 06, 1956",Kundli Sangraha (Tendulkar),36 S 44,174 E 51,Bjorn Borg,Sodertalje,sports,1.0,19:15:00
1292,"Tuesday, September 30, 1986",Unknown,57 N 37,27 E 19,Martin Guptill,Auckland,sports,12.0,12:00:00
1293,"Wednesday, November 22, 1967",765 Notable Horoscopes,17 N 22,78 E 26,Boris Becker-1,"27 E 19, 57 E 37",sports,2.0,08:45:00
1294,"Friday, February 08, 1963",Kundli Sangraha (Tendulkar),31 N 35,74 E 56,Mohammad Azharuddin,Hyderabad,sports,5.5,22:25:00
1295,"Wednesday, September 28, 1983",Unknown,37 N 52,97 W 30,Bipul Sharma,Amritsar,sports,5.5,12:00:00
1296,"Friday, September 28, 1984",Unknown,41 N 54,12 E 30,Luke Pomersbach,Bentley,sports,-5.0,12:00:00
1297,"Monday, September 27, 1976",Unknown,21 N 45,72 E 9,Francesco Totti,Rome,sports,1.0,12:00:00
1298,"Saturday, September 27, 1986",Unknown,45 S 50,170 E 33,Sheldon Jackson,Bhavnagar,sports,5.5,12:00:00
1299,"Sunday, September 27, 1981",Unknown,39 N 45,84 W 12,Brendon Mccullum,Dunedin,sports,12.0,12:00:00
1300,"Tuesday, September 27, 1949",Unknown,22 N 30,88 E 20,Mike Schmidt,"84 W 12, 39 N 45",sports,-5.0,10:33:00
1301,"Friday, September 27, 1985",Unknown,13 N 5,80 E 18,Subhasish Roy Chowdhury,Calcutta,sports,5.5,12:00:00
1302,"Sunday, September 27, 1981",Unknown,43 N 25,83 W 57,Lakshmipathy Balaji,Chennai,sports,5.5,12:00:00
1303,"Saturday, September 26, 1981",Web,53 N 47,1 W 45,Serena Williams,Saginaw,sports,-4.0,20:28:00
1304,"Tuesday, September 26, 1989",Unknown,31 N 5,97 W 20,Jonathan Bairstow,Bradford,sports,0.0,12:00:00
1305,"Wednesday, September 25, 1946",Unknown,33 S 55,18 E 22,Joe Greene,"97 W 20, 31 N 5",sports,-6.0,05:00:00
1306,"Thursday, September 25, 1969",Lagna Phal (Garg),57 N 42,11 E 53,Hansie Cronje,South Africa,sports,2.0,12:50:00
1307,"Wednesday, September 25, 1946",Unknown,19 S 55,43 W 56,Bishan Singh Bedi,Amritsar,sports,5.5,12:00:00
1308,"Monday, April 05, 1976",Unknown,16 N 20,80 E 27,Henrik Stenson,Gothenburg,sports,2.0,12:00:00
1309,"Friday, September 23, 1983",Unknown,43 N 53,11 E 6,Marcelo Melo,Belo Horizonte,sports,-3.0,12:00:00
1310,"Monday, September 23, 1985",Unknown,37 S 15,59 W 6,Ambati Rayudu,Guntur,sports,5.5,12:00:00
1311,"Sunday, September 23, 1956",Unknown,39 N 57,82 W 59,Paolo Rossi,"11 E 6, 43 N 53",sports,1.0,15:00:00
1312,"Friday, September 23, 1988",Unknown,26 N 42,88 E 26,Juan Martin Del Potro,Tandil,sports,-3.0,12:00:00
1313,"Sunday, September 22, 1974",Internet,23 S 0,43 W 12,Gary Trent,"82 W 59, 39 N 57",sports,-5.0,04:20:59
1314,"Monday, September 22, 1986",Unknown,22 N 42,75 E 54,Debabrata Das,Siliguri,sports,5.5,12:00:00
1315,"Saturday, September 22, 1984",Unknown,33 N 46,118 W 11,Thiago Silva,Rio de Janeiro,sports,-3.0,12:00:00
1316,"Friday, September 22, 1950",Unknown,50 N 48,7 E 8,Sanjay Jagdale,Indore,sports,5.5,12:00:00
1317,"Tuesday, December 30, 1975",Web,53 N 30,2 W 15,Tiger Woods,Long Beach CA,sports,-8.0,22:50:00
